energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name,track_album_release_date,instrumentalness,mode,key,duration_ms,acousticness,playlist_subgenre
0.882,102.04,0.742,pop,-2.862,0.206,0.463,"Sean Paul, Dua Lipa",4,0.117,80,Mad Love The Prequel,Throwback Party,No Lie,6/29/2018,0,1,7,221176,0.0466,throwback
0.787,126.062,0.604,pop,-3.674,0.127,0.301,"David Guetta, Sia",4,0.103,80,Nothing but the Beat (Ultimate Edition),Throwback Party,Titanium (feat. Sia),12/7/2012,0.15,0,0,245040,0.0679,throwback
0.583,117,0.967,pop,-5.562,0.0519,0.964,"Justin Timberlake, Timbaland",4,0.0789,80,FutureSex/LoveSounds,Throwback Party,SexyBack (feat. Timbaland),9/12/2006,0,0,7,242733,0.0584,throwback
0.766,127.966,0.744,pop,-6.375,0.509,0.61,Black Eyed Peas,4,0.0265,80,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Throwback Party,I Gotta Feeling,1/1/2009,0,1,0,289133,0.0873,throwback
0.567,125.02,0.845,pop,-8.118,0.0811,0.793,Justin Bieber,4,0.0956,79,Purpose (Deluxe),Throwback Party,What Do You Mean?,11/13/2015,0.00142,0,5,205680,0.59,throwback
0.669,122.669,0.834,pop,-5.582,0.0535,0.547,Rihanna,4,0.0637,79,Good Girl Gone Bad: Reloaded,Throwback Party,Don't Stop The Music,6/2/2008,7.18E-05,0,6,267080,0.0341,throwback
0.864,110.009,0.768,pop,-6.149,0.162,0.891,Spice Girls,4,0.0324,79,Spice,Throwback Party,Wannabe,1/1/1996,0,1,11,173027,0.101,throwback
0.761,128.046,0.722,pop,-4.46,0.315,0.624,"Maroon 5, Christina Aguilera",4,0.0475,79,Hands All Over (Revised International Standard version),Throwback Party,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010,0,0,11,201493,0.0119,throwback
0.834,95.053,0.751,pop,-5.444,0.355,0.894,Britney Spears,4,0.0437,79,Oops!... I Did It Again,Throwback Party,Oops!...I Did It Again,5/16/2000,1.77E-05,0,1,211160,0.3,throwback
0.501,144.438,0.5,pop,-8.284,0.26,0.623,Soft Cell,4,0.0376,79,Non-Stop Erotic Cabaret,Throwback Party,Tainted Love,1981,0,0,0,153800,0.462,throwback
0.739,118.99,0.822,pop,-4.541,0.181,0.745,"Lady Gaga, Colby O'Donis",4,0.0311,79,The Fame,Throwback Party,Just Dance,1/1/2008,4.28E-05,0,1,241933,0.0264,throwback
0.857,128.024,0.414,pop,-4.078,0.343,0.348,"Calvin Harris, John Newman",4,0.0808,79,Motion,Throwback Party,Blame (feat. John Newman),10/31/2014,0.00574,0,0,212960,0.0287,throwback
0.574,125.18,0.613,pop,-7.961,0.38,0.755,"50 Cent, Olivia",5,0.467,78,The Massacre,Throwback Party,Candy Shop,3/3/2005,3.13E-05,1,11,209107,0.0253,throwback
0.491,119.528,0.749,pop,-9.655,0.159,0.536,ABBA,4,0.0403,78,Voulez-Vous,Throwback Party,Gimme! Gimme! Gimme! (A Man After Midnight),1979,0.00899,1,10,292613,0.02,throwback
0.84,129.042,0.612,pop,-3.145,0.116,0.438,"Swedish House Mafia, John Martin",4,0.0509,78,Don't You Worry Child,Throwback Party,Don't You Worry Child - Radio Edit,9/14/2012,0,0,11,212862,0.112,throwback
0.815,123.063,0.636,pop,-5.098,0.163,0.636,"Robin Schulz, Francesco Yates",4,0.0581,78,Sugar,Throwback Party,Sugar (feat. Francesco Yates),9/25/2015,0,0,5,219043,0.0185,throwback
0.714,100.972,0.892,pop,-6.055,0.0521,0.817,Justin Timberlake,4,0.141,78,Justified,Throwback Party,Rock Your Body,11/4/2002,0.000234,0,4,267267,0.201,throwback
0.814,124.921,0.707,pop,-4.509,0.168,0.717,Rihanna,4,0.0577,78,Good Girl Gone Bad: Reloaded,Throwback Party,Disturbia,6/2/2008,0,0,11,238627,0.0861,throwback
0.917,132.975,0.652,pop,-6.72,0.0509,0.459,Cher,4,0.0548,78,Believe,Throwback Party,Believe,1998,0,1,6,239027,0.0082,throwback
0.844,131.459,0.729,pop,-8.824,0.0604,0.777,"Elton John, Kiki Dee",4,0.0344,78,Rock Of The Westies,Throwback Party,Don't Go Breaking My Heart,10/24/1975,2.87E-06,1,5,275440,0.149,throwback
0.563,126.007,0.766,pop,-7.516,0.115,0.964,Kylie Minogue,4,0.0339,78,Fever,Throwback Party,Can't Get You out of My Head,10/1/2001,0.683,0,9,230640,0.0263,throwback
0.6,125.04,0.951,pop,-4.675,0.0712,0.822,Sean Paul,4,0.0685,78,The Trinity,Throwback Party,Temperature,9/26/2005,0,0,0,218573,0.106,throwback
0.726,121.981,0.503,pop,-5.456,0.0895,0.529,"Disclosure, Sam Smith",4,0.167,78,Settle (Special Edition),Throwback Party,Latch,6/3/2013,7.98E-05,1,1,255632,0.0159,throwback
0.736,127.999,0.579,pop,-3.863,0.198,0.613,Avicii,4,0.0527,78,Stories,Throwback Party,Waiting For Love,10/2/2015,0,0,6,230613,0.31,throwback
0.777,130.003,0.73,pop,-5.194,0.0691,0.575,"Jennifer Lopez, Pitbull",4,0.0496,78,Love?,Throwback Party,On The Floor,4/29/2011,0.000486,0,3,284867,0.105,throwback
0.783,105.39,0.554,pop,-5.852,0.631,0.813,Dolly Parton,4,0.0457,78,9 To 5 And Odd Jobs,Throwback Party,9 to 5,1980,1.54E-06,1,6,162467,0.416,throwback
0.551,92.887,0.911,pop,-3.75,0.0863,0.969,Mary J. Blige,4,0.045,78,No More Drama,Throwback Party,Family Affair,8/28/2001,4.35E-05,0,8,265867,0.133,throwback
0.8,160.078,0.647,pop,-5.384,0.334,0.942,Taylor Swift,4,0.165,78,1989 (Deluxe),Throwback Party,Shake It Off,1/1/2014,0,1,7,219200,0.0647,throwback
0.64,99.017,0.779,pop,-8.415,0.101,0.499,Rihanna,4,0.159,78,Music Of The Sun,Throwback Party,Pon de Replay,8/29/2005,0.000766,1,7,246960,0.000155,throwback
0.808,126.041,0.72,pop,-5.627,0.0634,0.869,Modjo,4,0.0379,77,Modjo (Remastered),Throwback Party,Lady - Hear Me Tonight,2001,0.0293,1,6,307154,0.00793,throwback
0.625,93.764,0.798,pop,-9.689,0.103,0.858,Ace of Base,4,0.0548,77,The Sign,Throwback Party,All That She Wants,12/24/1993,7.98E-05,1,11,211213,0.00547,throwback
0.86,127.075,0.608,pop,-5.324,0.262,0.437,"Flo Rida, Sia",4,0.0554,77,Wild Ones,Throwback Party,Wild Ones (feat. Sia),6/22/2012,0,0,5,232947,0.0991,throwback
0.811,116.047,0.794,pop,-8.966,0.101,0.862,"Daft Punk, Pharrell Williams, Nile Rodgers",4,0.038,77,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Throwback Party,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],4/19/2013,1.07E-06,0,6,248413,0.0426,throwback
0.889,126.04,0.584,pop,-5.941,0.309,0.464,Avicii,4,0.0343,77,Levels,Throwback Party,Levels - Radio Edit,10/28/2011,0.828,0,1,199907,0.0462,throwback
0.654,117.046,0.92,pop,-3.051,0.036,0.847,Michael Jackson,4,0.0401,77,Thriller 25 Super Deluxe Edition,Throwback Party,Billie Jean,2/8/2008,0.0153,0,11,293827,0.0236,throwback
0.758,135.956,0.673,pop,-3.632,0.341,0.542,"Pitbull, Christina Aguilera",4,0.158,77,Global Warming: Meltdown (Deluxe Version),Throwback Party,Feel This Moment (feat. Christina Aguilera),2012,0,1,7,229507,0.039,throwback
0.716,94.379,0.535,pop,-5.025,0.659,0.901,Joan Jett & the Blackhearts,4,0.0431,77,I Love Rock 'N' Roll (Expanded Edition),Throwback Party,I Love Rock 'N Roll,11/18/1981,0,1,4,175173,0.326,throwback
0.77,99.165,0.646,pop,-6.596,0.0715,0.681,"Beyoncé, JAY-Z",4,0.226,77,Dangerously In Love,Throwback Party,Crazy In Love (feat. Jay-Z),6/24/2003,0,0,2,236133,0.00249,throwback
0.927,123.962,0.631,pop,-2.787,0.148,0.465,"Calvin Harris, Rihanna",4,0.0332,77,This Is What You Came For,Throwback Party,This Is What You Came For,4/29/2016,0.119,0,9,222160,0.199,throwback
0.922,146.078,0.641,pop,-4.457,0.0862,0.847,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",4,0.0786,76,The Heist,Throwback Party,Can't Hold Us (feat. Ray Dalton),10/9/2012,0,1,2,258343,0.0291,throwback
0.716,125.006,0.747,pop,-2.457,0.251,0.751,Nicki Minaj,4,0.0751,76,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Throwback Party,Starships,1/1/2012,0,0,11,210627,0.135,throwback
0.646,88.634,0.867,pop,-4.674,0.279,0.67,"Blackstreet, Dr. Dre, Queen Pen",4,0.288,76,Another Level,Throwback Party,No Diggity,9/9/1996,0,0,1,304600,0.303,throwback
0.87,109.901,0.597,pop,-11.97,0.0678,0.944,Katrina & The Waves,4,0.0371,76,Katrina & The Waves,Throwback Party,Walking On Sunshine,1985,0.166,1,10,238733,0.0119,throwback
0.869,127.966,0.616,pop,-3.911,0.064,0.473,"Flo Rida, David Guetta",4,0.0327,76,Only One Flo (Part 1),Throwback Party,Club Can't Handle Me (feat. David Guetta),11/24/2010,0,1,0,234560,0.0283,throwback
0.855,120.05,0.67,pop,-3.035,0.335,0.648,"Pitbull, Chris Brown",4,0.0499,77,Planet Pit (Deluxe Version),Throwback Party,International Love (feat. Chris Brown),6/17/2011,0,0,0,227280,0.0124,throwback
0.748,137.547,0.749,pop,-7.011,0.469,0.827,ABBA,4,0.0323,76,Abba,Throwback Party,Mamma Mia,1975,0.000443,1,2,213267,0.295,throwback
0.738,117.656,0.731,pop,-8.125,0.214,0.958,The Human League,4,0.0377,76,Dare!,Throwback Party,Don't You Want Me,1981,0,0,9,236920,0.184,throwback
0.83,113.03,0.666,pop,-5.715,0.191,0.702,Justin Timberlake,4,0.0751,76,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Throwback Party,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",5/6/2016,0,1,0,236002,0.0123,throwback
0.756,131.715,0.802,pop,-10.791,0.0521,0.963,"Earth, Wind & Fire, The Emotions",4,0.0349,76,I Am,Throwback Party,Boogie Wonderland,1979-06,0.00765,0,2,288293,0.0843,throwback
0.915,126.094,0.544,pop,-3.405,0.115,0.51,"Calvin Harris, Alesso, Hurts",4,0.0841,76,Motion,Throwback Party,Under Control (feat. Hurts),10/31/2014,0.000914,1,8,184280,0.129,throwback
0.86,93.989,0.737,pop,-2.652,0.0574,0.656,"Daddy Yankee, Snow",4,0.0593,76,Con Calma,Throwback Party,Con Calma,1/24/2019,1.94E-06,0,8,193227,0.11,throwback
0.851,126.885,0.722,pop,-3.873,0.108,0.452,The Wanted,4,0.0639,76,Battleground (Deluxe Edition),Throwback Party,Glad You Came,1/1/2011,0,0,7,197936,0.0319,throwback
0.809,98.007,0.723,pop,-3.081,0.565,0.274,"Major Lazer, MØ, DJ Snake",4,0.0625,76,Peace Is The Mission : Extended,Throwback Party,Lean On (feat. MØ & DJ Snake),11/27/2015,0.00123,0,7,176561,0.00346,throwback
0.89,128.011,0.706,pop,-4.444,0.306,0.684,Flo Rida,4,0.0688,76,Wild Ones,Throwback Party,Good Feeling,6/22/2012,0.00286,0,1,248133,0.0588,throwback
0.593,119.958,0.79,pop,-9.204,0.065,0.72,Stromae,4,0.0776,75,Cheese,Throwback Party,Alors on danse - Radio Edit,1/1/2010,0.00202,0,1,206067,0.0983,throwback
0.766,127.975,0.735,pop,-4.485,0.108,0.6,"Rihanna, Calvin Harris",4,0.0383,75,Talk That Talk,Throwback Party,We Found Love,11/19/2011,0.00141,1,1,215227,0.025,throwback
0.835,129.981,0.572,pop,-6.219,0.0702,0.795,Van Halen,4,0.0317,75,1984 (Remastered),Throwback Party,Jump - 2015 Remaster,1/4/1984,0.000377,1,0,241600,0.171,throwback
0.872,126.05,0.56,pop,-4.269,0.371,0.682,"Owl City, Carly Rae Jepsen",4,0.14,75,The Midsummer Station,Throwback Party,Good Time,8/17/2012,6.98E-06,1,3,205933,0.0239,throwback
0.751,91.031,0.706,pop,-6.323,0.168,0.195,Iyaz,4,0.0708,75,Replay,Throwback Party,Replay,8/18/2009,0,1,9,182307,0.173,throwback
0.702,129.948,0.686,pop,-5.325,0.204,0.29,"Ariana Grande, Zedd",4,0.0455,75,My Everything (Deluxe),Throwback Party,Break Free,8/22/2014,4.46E-05,0,7,214840,0.00637,throwback
0.861,128.99,0.704,pop,-4.221,0.0992,0.636,"Gala, Molella, Phil Jay",4,0.0493,75,Come Into My Life (The Album),Throwback Party,"Freed From Desire - prod. Molella, Phil Jay",11/17/1997,0.0615,0,2,213394,0.587,throwback
0.655,122.49,0.572,pop,-7.027,0.0901,0.392,Irene Cara,4,0.0344,75,What a Feelin',Throwback Party,Flashdance...What a Feeling - Radio Edit,11/2/1983,3.41E-06,0,7,237053,0.00579,throwback
0.7,101.875,0.85,pop,-6.49,0.244,0.724,"Nelly, City Spud",4,0.0478,75,Country Grammar,Throwback Party,Ride Wit Me,6/27/2000,1.66E-06,1,7,291782,0.0607,throwback
0.807,174.06,0.622,pop,-6.752,0.306,0.892,Lou Bega,4,0.408,75,A Little Bit of Mambo,Throwback Party,Mambo No. 5 (a Little Bit of...),7/19/1999,0,0,5,220293,0.103,throwback
0.697,122.746,0.613,pop,-8.618,0.332,0.476,Daft Punk,4,0.133,74,Discovery,Throwback Party,One More Time,3/12/2001,0,1,2,320357,0.0194,throwback
0.648,125.035,0.869,pop,-8.698,0.126,0.9,"Earth, Wind & Fire",4,0.0633,75,Raise!,Throwback Party,Let's Groove,11/14/1981,2.17E-05,0,11,339320,0.121,throwback
0.843,117.662,0.529,pop,-6.908,0.0608,0.188,Europe,4,0.0616,74,The Final Countdown (Expanded Edition),Throwback Party,The Final Countdown,1986,0.000827,0,6,310333,0.0628,throwback
0.832,107.657,0.794,pop,-4.862,0.203,0.871,Shakira,4,0.0407,74,Laundry Service,Throwback Party,"Whenever, Wherever",11/13/2001,1.14E-05,0,1,196160,0.237,throwback
0.954,128.016,0.627,pop,-4.804,0.292,0.312,"Alex Gaudino, Crystal Waters",4,0.0425,74,Destination Calabria,Throwback Party,Destination Calabria - Radio Edit,2/19/2007,0.000814,1,2,223112,0.0015,throwback
0.853,108.016,0.731,pop,-4.219,0.268,0.605,Backstreet Boys,4,0.0363,74,Backstreet's Back,Throwback Party,Everybody (Backstreet's Back) - Radio Edit,8/12/1997,0,0,10,225360,0.0352,throwback
0.842,111.038,0.625,pop,-5.285,0.181,0.26,Madonna,4,0.0376,74,Celebration (double disc version),Throwback Party,Like a Prayer,9/18/2009,2.12E-05,1,5,342680,0.264,throwback
0.842,132.032,0.706,pop,-3.956,0.0688,0.861,Katy Perry,4,0.0417,74,One Of The Boys,Throwback Party,Hot N Cold,6/17/2008,0,1,7,220227,7.73E-05,throwback
0.928,172.656,0.614,pop,-4.806,0.0845,0.879,*NSYNC,4,0.0516,74,No Strings Attached,Throwback Party,Bye Bye Bye,3/21/2000,0.00104,0,8,200560,0.0408,throwback
0.741,107.075,0.956,pop,-4.753,0.0615,0.911,Nelly,4,0.124,74,Nellyville,Throwback Party,Hot In Herre,6/25/2002,0,0,11,228240,0.204,throwback
0.675,107.064,0.684,pop,-8.123,0.242,0.924,ABBA,4,0.0257,74,The Album,Throwback Party,Take A Chance On Me,1977,0,1,11,243933,0.163,throwback
0.879,129.991,0.812,pop,-10.998,0.365,0.962,Aqua,4,0.0397,74,Aquarium (Special Edition),Throwback Party,Barbie Girl,1/1/1997,0.224,0,1,197960,0.017,throwback
0.711,110.621,0.975,pop,-3.904,0.0799,0.815,"Timbaland, Justin Timberlake, Nelly Furtado",4,0.0632,74,Shock Value,Throwback Party,Give It To Me,4/2/2007,0.000552,1,8,234027,0.168,throwback
0.772,128.168,0.766,pop,-9.362,0.183,0.919,Depeche Mode,4,0.0353,74,Speak and Spell (Deluxe),Throwback Party,Just Can't Get Enough,11/2/1981,0.0584,1,0,220893,0.403,throwback
0.535,103.644,0.707,pop,-19.793,0.0884,0.641,Bee Gees,4,0.0436,74,Staying Alive (Original Motion Picture Soundtrack),Throwback Party,Stayin' Alive,12/13/1977,0.00615,0,10,92867,0.113,throwback
0.833,95.487,0.715,pop,-5.379,0.164,0.612,Mark Morrison,4,0.108,73,Return of the Mack,Throwback Party,Return of the Mack,4/22/1996,0,1,2,213093,0.00631,throwback
0.821,118.881,0.878,pop,-9.875,0.183,0.947,Michael Jackson,4,0.089,73,Off the Wall,Throwback Party,Don't Stop 'Til You Get Enough,8/10/1979,0.0461,1,11,365467,0.126,throwback
0.862,128.036,0.498,pop,-6.02,0.352,0.469,"Guru Josh Project, Klaas",4,0.0588,73,Infinity 2008,Throwback Party,Infinity 2008 - Klaas Vocal Edit,5/7/2008,0.00918,0,7,192294,0.000313,throwback
0.857,119.975,0.56,pop,-4.145,0.381,0.432,Olly Alexander (Years & Years),4,0.0384,73,Communion (Deluxe),Throwback Party,King,7/10/2015,0,0,4,215360,0.0594,throwback
0.495,104.409,0.737,pop,-13.489,0.0542,0.967,Frankie Valli & The Four Seasons,4,0.027,73,Who Loves You,Throwback Party,"December, 1963 (Oh What a Night!)",1975,9.12E-06,1,1,197147,0.0588,throwback
0.699,122.987,0.811,pop,-5.211,0.148,0.733,"Madcon, Ray Dalton",4,0.114,73,Don't Worry (feat. Ray Dalton),Throwback Party,Don't Worry (with Ray Dalton) - Radio Edit,4/10/2015,1.38E-06,1,7,214789,0.0726,throwback
0.954,178.043,0.425,pop,-3.756,0.0555,0.933,Ricky Martin,4,0.0476,73,Ricky Martin,Throwback Party,Livin' la Vida Loca,1999,0,0,1,243160,0.00414,throwback
0.599,119.993,0.853,pop,-4.756,0.0759,0.843,"Robin Thicke, T.I., Pharrell Williams",4,0.0411,73,Blurred Lines (Deluxe),Throwback Party,Blurred Lines,1/1/2013,7.93E-06,1,7,263827,0.00334,throwback
0.931,113.026,0.753,pop,-4.922,0.234,0.767,"Madonna, Justin Timberlake, Timbaland",4,0.0653,73,Celebration (double disc version),Throwback Party,4 Minutes (feat. Justin Timberlake & Timbaland),9/18/2009,0.00696,1,2,189693,0.00994,throwback
0.837,126.342,0.597,pop,-6.518,0.839,0.447,Eric Prydz,4,0.375,73,Call on Me (Radio Mix),Throwback Party,Call on Me - Radio Mix,9/10/2004,0.00115,1,10,171360,0.00427,throwback
0.713,115.443,0.784,pop,-6.865,0.0904,0.97,The Emotions,4,0.0339,73,Rejoice,Throwback Party,Best of My Love,6/10/1977,0.14,1,0,220560,0.447,throwback
0.985,127.99,0.801,pop,-2.69,0.297,0.72,"Bingo Players, Far East Movement",4,0.0647,72,Get Up (Rattle) [feat. Far East Movement],Throwback Party,Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,12/8/2012,6.86E-06,1,7,166933,0.0205,throwback
0.271,111.485,0.898,pop,-12.238,0.0461,0.742,Prince,4,0.091,73,Parade - Music from the Motion Picture Under the Cherry Moon,Throwback Party,Kiss,3/31/1986,0.00138,1,7,226240,0.0135,throwback
0.876,129.884,0.666,pop,-3.078,0.259,0.552,"David Guetta, Flo Rida, Nicki Minaj",4,0.0414,72,Nothing but the Beat (Ultimate Edition),Throwback Party,Where Them Girls At (feat. Nicki Minaj & Flo Rida),12/7/2012,0,1,3,194840,0.055,throwback
0.76,129.996,0.702,pop,-3.174,0.132,0.696,Katy Perry,4,0.0684,72,One Of The Boys,Throwback Party,I Kissed A Girl,6/17/2008,0,1,5,179640,0.00226,throwback
0.81,126.052,0.572,pop,-5.791,0.13,0.11,"Lana Del Rey, Cedric Gervais",4,0.0558,72,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],Throwback Party,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2/1/2013,6.53E-06,0,1,214912,0.0157,throwback
0.781,119.977,0.751,pop,-3.724,0.036,0.814,Taio Cruz,4,0.0862,72,The Rokstarr Hits Collection,Throwback Party,Dynamite,1/1/2010,0,1,4,202613,0.0039,throwback
0.952,122.093,0.398,pop,-6.042,0.1,0.584,Bruce Springsteen,4,0.061,72,Born In The U.S.A.,Throwback Party,Born in the U.S.A.,6/4/1984,7.75E-05,1,4,278680,0.000373,throwback
0.534,108.17,0.877,pop,-6.178,0.0441,0.89,Will Smith,4,0.15,72,Big Willie Style,Throwback Party,Miami,10/3/1997,1.67E-05,1,1,197560,0.0339,throwback
0.838,100.021,0.832,pop,-5.414,0.152,0.965,Mr. President,4,0.0421,72,We See The Same Sun,Throwback Party,Coco Jamboo,5/17/1996,0,0,1,218733,0.0791,throwback
0.868,131.468,0.704,pop,-5.808,0.206,0.808,Patrick Hernandez,4,0.0315,72,Born to Be Alive (The Original),Throwback Party,Born to Be Alive - The Original,1978,0,1,2,188133,0.0834,throwback
0.662,124.149,0.729,pop,-7.191,0.305,0.359,"Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",4,0.337,72,Music Sounds Better With You,Throwback Party,Music Sounds Better With You - Radio Edit,7/20/1998,0.208,0,5,260907,0.00128,throwback
0.937,132.067,0.727,pop,-2.871,0.091,0.749,PSY,4,0.286,72,Gangnam Style (강남스타일),Throwback Party,Gangnam Style (강남스타일),1/1/2012,0,0,11,219493,0.00417,throwback
0.736,130.011,0.75,pop,-4.168,0.265,0.355,"LMFAO, Lauren Bennett, GoonRock",4,0.155,72,Sorry For Party Rocking,Throwback Party,Party Rock Anthem,1/1/2011,0,0,5,262147,0.0202,throwback
0.859,124.948,0.733,pop,-5.03,0.105,0.52,"R3HAB, A Touch Of Class",4,0.033,71,All Around The World (La La La),Throwback Party,All Around The World (La La La),4/5/2019,0.0645,0,9,147840,0.479,throwback
0.786,96.987,0.808,pop,-6.897,0.0574,0.899,Ace of Base,4,0.0447,71,The Sign,Throwback Party,The Sign,12/24/1993,0.0701,0,4,191240,0.00928,throwback
0.63,120.016,0.875,pop,-3.475,0.127,0.548,"The Pussycat Dolls, Busta Rhymes",4,0.0994,71,PCD,Throwback Party,Don't Cha,1/1/2005,2.47E-06,1,1,272080,0.00546,throwback
0.517,133.149,0.867,pop,-13.22,0.0864,0.862,MC Hammer,4,0.088,71,Please Hammer Don't Hurt 'Em,Throwback Party,U Can't Touch This,2/20/1990,0.000343,0,11,257360,0.00449,throwback
0.907,140.982,0.518,pop,-3.732,0.0838,0.961,Billy Ocean,4,0.0343,71,Billy Ocean (Expanded Edition),Throwback Party,Love Really Hurts Without You,1/5/1976,1.15E-05,1,5,179013,0.00221,throwback
0.936,131.986,0.729,pop,-7.536,0.0367,0.598,Rednex,4,0.0776,71,Sex & Violins,Throwback Party,Cotton Eye Joe,8/12/1994,0.000892,1,9,194000,0.0129,throwback
0.828,123.907,0.587,pop,-5.108,0.331,0.493,Lady Gaga,4,0.161,71,Born This Way (International Special Edition Version),Throwback Party,Born This Way,5/23/2011,0,1,11,260253,0.00327,throwback
0.763,101.965,0.72,pop,-4.068,0.18,0.742,"Clean Bandit, Sean Paul, Anne-Marie",4,0.0523,70,Rockabye (feat. Sean Paul & Anne-Marie),Throwback Party,Rockabye (feat. Sean Paul & Anne-Marie),10/21/2016,0,0,9,251088,0.406,throwback
0.748,125.896,0.503,pop,-4.124,0.343,0.356,"Alesso, Tove Lo",4,0.0619,70,Forever,Throwback Party,Heroes (we could be),5/22/2015,0,1,5,210013,0.0305,throwback
0.573,107.363,0.684,pop,-12.3,0.306,0.716,Baltimora,4,0.0261,70,Living In The Background,Throwback Party,Tarzan Boy,1/1/1985,0.028,1,5,378947,0.318,throwback
0.805,127.808,0.69,pop,-11.522,0.095,0.799,Corona,4,0.0336,70,The Rhythm of the Night,Throwback Party,The Rhythm of the Night,1994,0.739,0,5,264280,0.000232,throwback
0.732,146.005,0.583,pop,-5.729,0.269,0.277,"Zara Larsson, MNEK",4,0.0459,70,So Good,Throwback Party,Never Forget You,3/17/2017,9.57E-06,0,11,213428,0.00315,throwback
0.792,116.012,0.979,pop,-2.784,0.102,0.583,Vanilla Ice,4,0.0388,70,Vanilla Ice Is Back! - Hip Hop Classics,Throwback Party,Ice Ice Baby,11/4/2008,7.71E-06,1,2,254467,0.0025,throwback
0.556,138.978,0.531,pop,-6.245,0.318,0.156,Chezile,3,0.0252,82,Beanie,Bedroom Pop,Beanie,11/28/2023,0.00915,1,5,132160,0.407,bedroom
0.663,146.053,0.634,pop,-6.818,0.102,0.6,beabadoobee,4,0.0331,80,Beatopia,Bedroom Pop,the perfect pair,7/15/2022,0.124,1,11,177533,0.433,bedroom
0.394,96.192,0.421,pop,-8.312,0.0984,0.399,Rio Romeo,3,0.0277,78,Good God!,Bedroom Pop,Nothing's New,9/23/2022,4.74E-06,1,11,211000,0.863,bedroom
0.546,104.996,0.742,pop,-7.694,0.115,0.868,Clairo,4,0.0315,78,Immunity,Bedroom Pop,Bags,8/2/2019,0.38,1,1,260520,0.172,bedroom
0.486,163.9,0.687,pop,-8.673,0.115,0.792,HYBS,4,0.0579,76,Tip Toe,Bedroom Pop,Tip Toe,6/20/2023,0.126,1,11,224726,0.587,bedroom
0.529,75.515,0.551,pop,-10.469,0.178,0.521,Mac DeMarco,4,0.0517,80,This Old Dog,Bedroom Pop,For the First Time,5/5/2017,0.0093,0,5,182307,0.296,bedroom
0.0867,129.989,0.696,pop,-25.203,0.108,0.349,sign crushes motorist,4,0.0418,73,i'll be okay,Bedroom Pop,Better,8/5/2022,0.922,1,7,98750,0.988,bedroom
0.351,87.057,0.665,pop,-9.424,0.109,0.451,Crumb,4,0.0276,71,Jinx,Bedroom Pop,Ghostride,6/14/2019,0.819,1,2,126120,0.516,bedroom
0.585,102.331,0.75,pop,-7.576,0.155,0.584,Clairo,4,0.0285,73,4EVER,Bedroom Pop,4EVER,4/27/2018,0.00552,0,9,159595,0.049,bedroom
0.286,71.123,0.587,pop,-8.839,0.214,0.302,Faye Webster,4,0.0315,71,I Know I'm Funny haha,Bedroom Pop,In A Good Way,6/25/2021,0.0288,1,9,224680,0.185,bedroom
0.382,155.901,0.541,pop,-14.323,0.304,0.343,girl in red,4,0.035,73,i wanna be your girlfriend,Bedroom Pop,i wanna be your girlfriend,3/2/2018,0.000836,1,7,204991,0.0215,bedroom
0.864,105.143,0.556,rock,-5.87,0.209,0.4,Linkin Park,4,0.0584,88,Hybrid Theory (Bonus Edition),Alternative Rock,In the End,2000,0,0,3,216880,0.00958,alternative
0.872,184.115,0.466,rock,-3.344,0.121,0.806,Linkin Park,4,0.0336,89,The Emptiness Machine,Alternative Rock,The Emptiness Machine,9/5/2024,0,1,7,190428,0.0156,alternative
0.62,117.038,0.741,rock,-5.505,0.0398,0.934,Hozier,4,0.0412,79,Unheard,Alternative Rock,Too Sweet,3/22/2024,0.000809,1,10,251424,0.0295,alternative
0.568,107.849,0.614,rock,-5.477,0.0997,0.516,Audioslave,4,0.0276,77,Audioslave,Alternative Rock,Like a Stone,11/17/2002,0,0,7,293960,0.00797,alternative
0.532,85.03,0.548,rock,-7.596,0.217,0.405,Arctic Monkeys,4,0.0323,84,AM,Alternative Rock,Do I Wanna Know?,9/9/2013,0.000263,1,5,272394,0.186,alternative
0.767,96.483,0.592,rock,-2.788,0.127,0.328,Red Hot Chili Peppers,4,0.027,81,Californication (Deluxe Edition),Alternative Rock,Californication,6/8/1999,0.00165,0,9,329733,0.0021,alternative
0.715,155.925,0.315,rock,-8.072,0.0942,0.497,The Goo Goo Dolls,3,0.0362,87,Dizzy up the Girl,Alternative Rock,Iris,1998,7.97E-06,0,11,289533,0.00125,alternative
